"","5-Fluorouracil","ABT737","Acetalax","Afatinib","Afuresertib","AGI-5198","AGI-6780","Alisertib","Alpelisib","AMG-319","AT13148","Axitinib","AZ6102","AZ960","AZD1208","AZD1332","AZD2014","AZD3759","AZD4547","AZD5153","AZD5363","AZD5438","AZD5582","AZD5991","AZD6482","AZD6738","AZD7762","AZD8055","AZD8186","BI-2536","BIBR-1532","BMS-345541","BMS-536924","BMS-754807","Bortezomib","Buparlisib","Camptothecin","Carmustine","Cediranib","Cisplatin","Crizotinib","Cyclophosphamide","Cytarabine","CZC24832","Dabrafenib","Dactinomycin","Dactolisib","Daporinad","Dasatinib","Dihydrorotenone","Dinaciclib","Docetaxel","Doramapimod","Elephantin","Entinostat","Entospletinib","Epirubicin","EPZ004777","EPZ5676","Erlotinib","Fludarabine","Foretinib","Fulvestrant","Gallibiscoquinazole","Gefitinib","Gemcitabine","GNE-317","GSK1904529A","GSK2578215A","GSK2606414","GSK269962A","GSK343","GSK591","I-BET-762","I-BRD9","Ibrutinib","Ipatasertib","Irinotecan","IWP-2","JQ1","KU-55933","Lapatinib","LCL161","Leflunomide","LGK974","Linsitinib","LJI308","Luminespib","LY2109761","MG-132","MIM1","MIRA-1","Mirin","Mitoxantrone","MK-1775","MK-2206","MK-8776","ML323","MN-64","Navitoclax","Nelarabine","Nilotinib","Niraparib","NU7441","Nutlin-3a (-)","NVP-ADW742","Obatoclax Mesylate","OF-1","Olaparib","OSI-027","Osimertinib","OTX015","Oxaliplatin","P22077","Paclitaxel","Palbociclib","PCI-34051","PD0325901","PD173074","Pevonedistat","PF-4708671","PFI3","Pictilisib","PLX-4720","Podophyllotoxin bromide","PRIMA-1MET","PRT062607","Pyridostatin","Rapamycin","Ribociclib","RO-3306","Ruxolitinib","RVX-208","Sabutoclax","Sapitinib","Savolitinib","SB216763","SB505124","SCH772984","Selumetinib","Sepantronium bromide","Sinularin","Sorafenib","Staurosporine","Talazoparib","Tamoxifen","Taselisib","Telomerase Inhibitor IX","Temozolomide","Teniposide","Topotecan","Tozasertib","Trametinib","Ulixertinib","UMI-77","Uprosertib","VE-822","VE821","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vorinostat","VX-11e","Wee1 Inhibitor","WEHI-539","WIKI4","Wnt-C59","WZ4003","XAV939","YK-4-279","ZM447439","Zoledronate"
"KYSE180",2.328231,2.968121,3.237447,1.011216,1.916414,4.654732,4.881525,3.80189,3.273369,4.884812,2.826286,NA,2.099378,2.616206,5.115291,2.644715,1.688016,0.718463,2.242013,2.758567,2.574524,0.949062,1.924018,1.452873,NA,1.063225,-1.014508,NA,4.296141,NA,4.012985,2.242126,1.890502,NA,-5.190546,1.046008,-1.458124,4.864031,1.634259,2.331254,2.749683,4.801055,2.491008,4.848245,4.912047,-5.205027,-2.075399,NA,-0.4912,0.703955,-3.753865,-5.890408,NA,4.738901,3.352794,2.764886,-1.109111,4.584204,4.772954,0.957779,5.247463,1.152353,3.120088,1.505613,1.833683,1.072383,0.487298,4.808234,3.853564,3.078574,NA,2.466976,3.354404,3.920132,4.886258,2.23313,2.36488,3.082235,1.596853,NA,NA,2.112574,4.234417,4.987613,3.605298,3.50794,4.823069,-3.048568,4.838674,-1.921162,3.579452,5.342496,4.485723,-0.338198,-0.317338,3.26986,3.35199,5.02298,3.232507,1.573373,5.228781,2.718617,4.957352,NA,4.866106,2.295453,1.126038,3.368906,4.059161,NA,0.757947,3.099751,2.9146425,2.569643,-4.830903,4.007224,5.007649,1.464263,4.106813,0.228858,NA,4.953205,1.261086,4.026994,-1.573304,5.987966,3.010044,2.492907,-2.471085,NA,NA,4.484252,5.015131,-1.565432,1.925563,1.397844,NA,NA,2.328184,4.972292,-3.902918,3.107149,2.227954,-3.0562,3.780577,3.926999,0.834773,-0.00908,5.928723,0.069961,0.298272,NA,1.54704,3.2932975,2.734048,1.5885585,1.293123,2.58244,2.440681,-4.776344,-3.688546,-4.604954,2.181085,3.302221,1.428428,3.503719,3.876635,4.869332,3.453328,3.245641,1.032218,NA,3.422018
"KYSE270",3.313014,4.692986,3.915975,0.758276,2.576554,5.192887,3.544172,2.433878,2.554923,4.404286,4.671766,NA,2.694229,1.749054,5.421737,2.536385,2.065486,0.939176,3.556294,1.806034,3.010948,0.86954,0.72562,2.465357,NA,1.925023,-1.265329,NA,3.04436,NA,4.443902,2.422682,1.949126,NA,-5.139836,1.403902,-3.107823,6.405741,1.536018,2.559213,3.565721,5.097592,1.577124,5.253494,4.251031,-3.34723,-0.940803,-7.491181,-1.91799,0.181958,-4.142188,-4.634423,NA,2.981463,4.520793,3.193564,-0.936089,5.340138,5.645886,1.376,4.950483,1.462393,3.527418,2.217445,1.102607,-2.998406,0.639057,4.054424,5.10219,5.056966,NA,2.951909,5.1179,3.111007,4.055886,2.602675,3.040778,1.636028,2.800012,NA,NA,1.909038,5.240664,4.549544,3.21641,5.23593,4.763391,-2.513281,3.662366,-1.695777,4.738459,5.306315,4.743253,1.430089,0.149828,3.606111,1.894285,4.655704,4.067873,5.059581,4.846922,4.166661,5.258258,NA,4.376089,3.322231,2.340953,3.452562,3.748577,NA,0.197566,2.260083,3.6545145,5.237159,-3.51142,4.848096,4.195825,1.41232,4.029668,-1.903665,NA,5.162483,0.974291,4.326645,1.013027,6.181957,3.265454,2.934234,-1.637831,NA,NA,4.599406,5.23138,-0.405468,1.516007,2.809517,NA,NA,2.818468,3.981765,-4.679205,3.774346,2.27591,-4.105021,2.539225,3.617983,1.145292,-0.10893,6.299242,-0.030318,-0.463699,NA,1.068279,3.04107,2.239992,2.0694245,3.668576,3.274458,2.898342,-1.30892,1.976748,-1.636702,1.803456,2.370512,1.777081,4.434341,3.648989,3.371859,4.509569,3.950531,3.476059,NA,3.513195
"KYSE410",5.384428,3.152176,7.16962,0.250065,4.739089,5.591284,5.851509,4.877809,3.587662,6.136766,5.504224,NA,3.101691,3.397077,7.368616,4.859163,2.123923,2.458788,3.686393,2.547126,3.523586,5.134177,2.403352,7.439302,NA,3.419079,1.037621,NA,4.110202,NA,6.691779,3.672944,2.460364,NA,-4.699096,1.487548,0.771646,7.363766,2.189629,6.45238,5.495321,6.402889,5.053105,6.183902,5.614046,-3.217751,-1.635786,NA,0.796424,1.427807,-1.38876,-2.868173,NA,5.707427,2.416028,4.522263,1.397646,6.655473,7.129267,1.96345,6.806397,1.387285,4.744074,2.170006,2.984487,4.87918,0.41413,4.347313,6.826155,4.236021,NA,4.077187,5.470876,5.135221,6.198376,3.559649,5.453715,5.341006,4.350644,NA,NA,1.924119,6.460246,5.234711,5.969531,5.853818,6.837571,0.48601,6.654952,-1.387227,4.81076,6.894619,7.615916,1.00139,1.324257,5.183646,5.081716,6.20842,4.564334,3.74805,7.532291,5.439128,6.739703,NA,6.761131,2.916665,2.441955,6.141842,5.817146,6.84586,-0.001309,4.682835,5.9691,6.019448,-1.05882,5.420499,6.27679,1.600267,5.797516,2.329122,NA,6.064347,1.477094,6.618062,-0.239737,7.37026,3.149498,3.080079,-2.185866,NA,NA,6.113781,5.251866,2.738345,1.501899,3.712515,NA,NA,2.220073,4.41915,-5.343428,5.020313,2.981277,-1.680307,5.502169,3.015862,0.981156,2.129994,7.760182,4.78479,1.036842,NA,0.288037,2.8774385,2.68401,4.786324,3.810714,5.583041,3.308873,-2.398095,-0.866229,-1.460505,2.057738,3.227568,2.423298,4.837048,3.948694,5.631638,4.914977,5.217671,3.488385,NA,4.735603
"KYSE450",3.143091,2.903046,6.293585,-0.91488,3.771769,4.812483,3.849796,1.834248,2.630633,6.047654,4.492925,NA,4.186971,2.480699,5.878004,4.318714,2.198784,0.197031,3.429563,1.552152,3.285444,1.160132,1.906257,5.604299,NA,2.89814,-0.321329,NA,2.840261,NA,5.848697,2.433902,2.655495,NA,-5.067309,1.294217,-1.093072,6.657247,1.21312,3.895309,4.188059,5.547545,2.419278,5.442026,5.6423,-4.0993855,-2.00904,-5.082238,0.01054,-0.84723,-3.677925,-4.5716915,NA,3.752142,4.844633,3.543812,-0.408535,5.041549,5.971858,-0.170236,5.83954,1.036036,4.0396665,2.377981,-0.630857,2.919191,-0.13256,3.938444,4.203764,4.118994,NA,3.112337,4.968008,3.559241,3.834752,2.840684,3.640371,3.006573,3.318253,NA,NA,0.622966,5.473255,5.443554,4.039036,5.668211,5.848166,-2.91794,5.663814,-1.972497,4.477107,5.751954,4.184605,1.812377,-0.257366,4.195472,4.779618,4.333418,5.787176,3.54034,5.74774,4.775604,5.592527,NA,5.406526,4.132428,0.844147,3.628056,4.960615,NA,-0.711189,2.210783,3.2102285,5.805814,-3.512075,3.654625,4.210115,2.067415,4.770683,-0.720031,NA,5.590302,1.168573,4.615935,-1.056462,6.587499,3.549386,2.299104,-1.244099,NA,NA,5.024397,5.563911,-0.235202,-0.581412,3.460141,NA,NA,2.549886,5.380615,-4.424764,3.701892,2.352395,-2.101841,4.678683,3.450326,0.129144,-0.514356,6.770986,1.774278,0.728852,NA,0.902916,2.5428175,2.422835,4.1918375,3.738563,4.872546,2.585089,-3.822302,-1.968512,-2.663157,2.51951,2.394371,1.342646,3.780685,4.091321,4.173482,3.054074,5.003528,1.710724,NA,4.288487
"KYSE520",6.481483,2.31723,7.324998,0.011489,2.909891,5.470361,5.789199,3.021862,3.90585,6.306443,5.311854,NA,5.040367,2.77521,5.846315,2.750593,2.476435,0.729568,3.188437,2.054427,3.06394,4.484666,6.82827,7.004193,NA,2.699729,0.11882,NA,2.909392,NA,6.278443,4.286846,1.568936,NA,-4.975209,1.151246,2.169185,7.680685,1.685172,7.460947,4.694966,6.613492,6.227733,6.805216,7.214291,-2.026716,-1.060038,NA,-0.921525,3.120045,0.504372,-1.30129,NA,6.146342,5.504092,5.557609,1.749393,7.938581,6.494474,-0.124972,7.396947,1.335082,5.758353,3.84147,1.065157,5.493402,0.266081,5.005274,7.193305,5.822744,NA,4.607997,3.869932,5.695421,6.328906,2.757471,2.985844,6.008472,3.154609,NA,NA,1.380975,6.047166,7.11048,6.511532,3.505663,6.203317,-2.514478,6.113764,-1.984651,6.001048,8.101731,6.695598,2.147028,1.669692,3.53017,4.923585,6.721549,4.884558,2.584427,7.734281,5.739309,4.570889,NA,7.570316,2.884066,2.243696,5.674943,6.402592,NA,-0.66198,4.559782,6.1339505,4.656473,0.218467,6.758293,6.495197,0.134068,6.75872,2.128506,NA,7.021028,0.827476,7.30164,2.302275,6.180084,4.186921,4.197467,-2.100643,NA,NA,6.488583,6.805854,3.528941,0.460395,3.132143,NA,NA,2.587915,4.060762,-3.029824,4.260584,4.677423,-3.225794,5.862305,4.106301,1.587823,2.325494,7.188327,3.685636,2.674968,NA,-0.087208,3.4346315,3.312096,3.2095095,3.536391,6.506092,3.294172,-1.90087,1.928922,-1.066497,3.082745,3.875581,2.884797,3.780036,3.807417,6.689723,6.113864,4.535155,3.236382,NA,5.516972
"KYSE70",5.621365,3.865064,4.699452,3.071916,3.260904,5.194981,4.468362,4.6348,2.950379,6.606668,6.552905,NA,3.930637,3.157052,6.5354,6.429847,3.741442,3.009938,4.880407,4.867676,4.146877,4.825522,4.932869,6.421369,NA,4.057489,1.048247,NA,5.083188,NA,5.907667,5.894441,3.289401,NA,-4.268475,1.936925,1.916677,7.12944,2.916179,6.802011,4.832547,5.7884,4.748841,5.967792,6.90345,-1.8434225,0.063231,-5.133899,2.710681,1.704584,-1.020238,0.408974,NA,6.745814,4.706026,5.157251,1.541746,4.771393,6.557811,3.419807,4.446424,3.126223,4.7595965,4.102519,4.218508,5.002046,1.340638,5.690099,5.434155,4.699909,NA,4.022517,6.015802,5.819716,3.836218,6.519335,3.676421,5.704544,3.536589,NA,NA,2.626392,5.800535,5.527271,5.06633,4.87679,6.548136,-0.650609,6.528746,-0.5256,5.362104,6.69619,7.017916,5.129167,0.751915,4.45334,4.427469,5.338046,5.513726,3.472989,7.032619,5.66907,5.604204,NA,6.883195,5.012278,2.773824,4.745954,4.988387,NA,2.129836,4.370677,6.233594,6.800558,-1.294888,5.038454,6.153125,3.059929,5.699432,1.325001,NA,5.760335,2.749801,4.673859,2.65805,6.159077,4.46305,3.264202,0.240426,NA,NA,6.050008,4.640662,2.049116,5.822448,4.653331,NA,NA,4.499693,6.939212,-0.047883,5.242128,3.715756,-2.117899,4.52586,3.968288,2.601717,2.1174,6.884371,5.196838,4.907371,NA,2.036048,4.115013,2.521002,4.176145,4.79252,6.012626,2.995163,-1.880863,3.382837,-0.100769,1.788635,4.63859,2.46528,4.35208,5.369787,5.834555,5.134797,4.344332,3.722659,NA,4.851956
"L1236",3.863256,-1.52222,5.177282,0.611671,1.545865,4.250035,2.226305,2.198118,2.56561,3.414977,2.507067,NA,2.007125,-2.972877,4.855899,1.764127,1.49512,1.877378,3.07861,-3.571022,1.552417,0.948331,1.128649,1.865292,NA,1.03312,-0.939126,NA,2.059269,NA,4.634307,1.862202,-0.213202,NA,-5.554944,1.233905,-2.660676,5.04185,1.777385,2.618655,1.408898,4.25934,1.365904,2.545676,3.965789,-3.7647925,-1.938397,-4.070048,2.116248,-0.212891,-3.886045,-4.119911,NA,2.341658,0.887352,2.221088,-0.900609,3.785574,4.944418,2.336929,2.718402,0.980346,2.1878375,1.625064,3.131045,-3.38794,-0.925313,3.214527,4.261892,2.092531,NA,0.511409,3.16301,-0.916451,1.587249,3.248858,1.650799,1.896652,2.280259,NA,NA,1.333073,3.326346,4.292274,2.774013,3.200837,4.734621,-3.948303,4.741368,-2.050015,2.340516,3.258325,3.31457,1.933888,-0.963575,2.386813,1.201211,2.964346,2.753908,-2.785433,5.325693,2.264578,3.297131,NA,3.864002,2.488529,1.625255,2.203237,4.172339,NA,1.886353,-2.572774,3.289039,4.539521,-2.74688,2.475849,1.336882,0.524813,2.37495,0.071116,NA,3.86522,0.198061,3.73161,-0.945887,1.287833,1.318319,0.91579,-4.806329,NA,NA,-1.694018,2.544981,-1.623843,3.514892,1.858072,NA,NA,3.533426,3.621848,-4.21818,1.292974,1.988958,-3.348973,3.256471,3.420529,1.840824,-1.700829,4.759146,-0.487659,-0.372999,NA,2.143435,2.532856,1.997037,1.0722785,1.935767,1.743339,1.865361,-2.743061,-3.346881,-1.812476,-0.275366,2.630456,-0.087766,-3.306458,4.049945,2.011602,2.112246,2.178431,2.17063,NA,3.127442
"L363",3.886483,1.71122,5.59672,1.676721,0.354698,2.739637,3.179084,2.000342,1.621495,4.42348,2.556462,NA,2.182701,0.135563,4.413591,4.413591,0.379835,2.257651,2.809598,0.061331,1.524043,0.298864,1.417502,-1.618111,NA,1.152842,-2.174448,NA,3.01095,NA,4.543488,1.629031,-0.639651,NA,-4.899606,-0.60225,-1.155349,5.240837,2.063388,2.200896,1.23112,3.903805,2.93405,3.195541,2.521472,-3.6253035,-2.297197,-3.752675,1.659156,-0.331767,-3.961837,-4.952059,NA,1.759569,0.885055,2.664843,-1.275656,3.388385,3.931077,2.477908,4.905633,1.048403,2.303387,2.089752,2.780421,1.139312,-0.376041,3.059616,4.442693,3.418693,NA,1.355173,4.523134,1.826489,2.697533,4.543488,2.579124,3.976544,0.597755,NA,NA,3.016569,3.420482,4.29707,3.391962,1.161914,4.543488,-3.836042,4.543336,-1.897835,2.785127,4.543488,4.306452,0.96243,-0.929799,1.380664,NA,3.217305,4.543488,2.797707,4.925031,1.581516,4.127163,NA,4.082337,1.767886,0.999767,4.265951,4.543488,NA,1.39904,1.026506,4.247275,4.543488,-4.78378,2.791301,3.875515,0.966691,3.155274,-0.788866,NA,3.9166,1.063909,2.94854,-1.532931,2.626023,1.559417,2.466595,-4.689255,NA,NA,3.090996,3.96092,-0.777451,3.727799,1.484546,NA,NA,3.948574,4.643767,-5.684839,3.296361,2.055438,-4.222496,4.449101,2.034703,0.579554,0.127676,5.539682,-0.110565,1.129446,NA,1.278674,1.158351,2.395295,0.7350935,1.058213,2.776209,0.749569,-6.222619,-4.001289,-4.891934,0.474105,2.338163,0.56407,2.985521,2.082057,3.720437,1.571174,4.061571,0.780599,NA,2.384881
"L428",4.166101,0.133923,5.362711,1.447388,2.266834,3.290508,3.193132,0.798628,4.480595,4.049523,4.843078,NA,2.66223,3.16244,3.616768,4.874094,2.213873,2.352249,0.961967,1.767987,2.952992,2.235234,1.76221,4.645511,NA,1.540264,-0.618475,NA,3.05861,NA,3.870117,2.541188,1.329824,NA,-5.322873,0.337007,-3.402329,5.957688,1.697227,1.353471,3.372289,4.696237,-0.938455,3.90366,4.209737,-3.6274825,-2.787258,NA,2.993693,1.783006,-2.847414,-3.6896895,NA,3.425267,1.002778,2.487137,-3.586372,3.419761,5.028782,0.723488,2.495003,2.082331,3.623581,2.027237,2.650544,-5.112896,0.150446,3.225587,3.122033,2.55299,NA,1.643528,4.743524,2.877715,4.219157,4.593935,4.555084,2.288421,1.562358,NA,NA,2.47663,3.823962,4.360616,3.688328,3.218552,3.995029,-2.770867,4.698421,-1.459815,2.179061,4.863404,4.526135,-1.770513,-1.313254,3.486829,1.190975,3.426298,4.781044,-0.316368,5.556551,1.883227,3.328658,NA,4.755433,1.943736,1.124205,4.578562,3.113834,NA,2.063913,1.895992,4.5292815,3.203521,-1.789763,3.068316,2.266225,1.331938,3.683089,0.619979,NA,4.089932,2.331059,2.881628,-1.978014,2.91029,3.537157,2.44575,-3.629706,NA,NA,4.700421,3.057534,-0.884861,3.778455,0.979849,NA,NA,3.843015,4.916233,-3.304776,3.259516,1.62039,-2.566463,1.778871,2.367976,3.840331,0.454878,5.505295,-2.655263,0.168711,NA,2.546334,2.4793155,1.661484,3.341944,1.611713,3.477608,1.854337,-5.574147,-3.264892,-4.056027,0.54986,3.260952,-0.082237,-0.323602,3.204295,2.774181,4.573915,3.733196,0.568382,NA,3.242134
"L540",0.432329,1.419668,5.474102,1.627859,2.847668,3.941493,2.138976,0.482125,3.112795,3.828782,3.971163,NA,2.546599,-0.734022,4.798615,2.21493,1.765774,2.525895,2.914394,0.118614,4.373775,0.703743,0.864135,-1.876739,NA,0.614698,-1.096348,NA,4.410329,NA,3.932332,1.678947,1.291544,NA,-5.649801,0.969036,-4.949094,4.911302,1.718007,0.693147,0.866991,3.855136,0.76118,4.565532,1.952304,-4.7568095,-1.93508,-4.290698,2.008152,-0.644448,-4.64554,-4.4783945,NA,2.566629,0.388994,3.727784,-2.365265,4.480264,4.63991,2.933781,4.535961,1.092441,2.013214,2.250255,2.875416,-4.665161,3.304505,2.68376,4.406223,3.010856,NA,2.142038,4.565532,1.484016,2.717277,3.403818,3.290035,0.095595,2.184219,NA,NA,2.23662,3.666151,3.626979,2.80149,2.061031,4.462766,-2.425796,4.565291,-2.211044,3.110666,4.514908,3.748738,-2.834269,-1.245628,2.775987,1.172308,3.083891,2.404464,0.904192,5.106246,2.807734,1.792065,NA,1.096064,2.262728,-0.654595,2.323841,3.120779,3.390126,0.261191,-0.140587,2.986523,4.561466,-3.833029,3.127798,2.157655,0.700148,2.275389,-0.437612,NA,4.564508,2.478928,3.221383,-2.633372,3.15664,1.607191,3.17454,-2.521304,NA,NA,2.958355,4.0405,-1.594088,3.885947,2.159714,NA,NA,2.653274,5.025311,-4.688486,3.3362,1.495796,-3.94481,0.662008,3.148649,3.229762,-0.971434,3.119526,-2.348661,-2.689805,NA,2.61711,1.703185,1.677342,3.4256795,0.015195,2.774069,0.517827,-5.152525,-5.224725,-3.746324,0.753784,2.813863,0.193942,2.32467,3.534127,2.879668,1.566483,2.150293,1.109997,NA,2.956094
"LCLC103H",4.344835,3.69346,5.969416,2.147926,3.003428,5.481293,3.436272,0.682463,3.043312,5.082622,4.884371,NA,2.546957,0.643348,5.792233,3.98947,1.834742,3.643122,3.416351,0.920966,3.343584,1.89431,0.38732,5.423483,NA,3.793468,0.267425,NA,2.916243,NA,5.557263,2.662871,2.840594,NA,-4.830631,1.172127,-1.426858,6.477287,2.218316,3.952592,3.658337,5.583935,3.325346,5.254539,4.470684,-3.3203215,-1.189911,-3.703877,0.458247,1.972609,-3.337541,-4.405827,NA,3.17021,0.699079,2.850222,-0.196353,5.574843,5.893439,3.471791,4.691209,1.64617,4.464631,3.24109,4.000034,2.44353,1.317563,4.693237,5.150314,3.665602,NA,1.562614,4.638348,3.054365,4.732075,5.613924,4.57297,3.848838,2.405954,NA,NA,3.866656,3.454428,4.826775,3.861732,3.663314,5.476074,-1.533924,5.626996,-1.431237,4.113592,5.586461,4.191045,-0.637566,0.887637,3.107202,3.739937,3.852243,4.599812,4.531358,6.320143,3.807844,4.898514,NA,4.646749,2.179215,0.735964,4.503832,5.626996,NA,2.341448,2.435079,4.222028,4.809723,-3.468353,4.203187,4.065416,2.272992,3.822077,-0.602022,NA,4.834218,1.920895,3.55625,-1.665202,2.806916,1.244506,3.607973,-0.721605,NA,NA,4.868399,3.758203,-0.1345,5.273286,2.524932,NA,NA,3.789341,6.441083,-5.659453,3.923074,2.954122,-3.182161,5.235693,4.28193,1.63673,0.919636,5.963031,0.964054,-0.271771,NA,3.34675,3.73895,2.619628,3.3559785,2.796455,4.530587,3.303133,-3.995709,-4.135982,-3.561804,1.542687,4.424274,2.05864,3.319998,4.569304,3.714387,2.703189,3.407899,2.779755,NA,4.01024
"LK2",5.296929,1.423285,6.930773,2.602383,3.045646,4.413297,3.073852,-3.002709,5.146367,5.845147,5.893214,NA,2.266798,-0.230673,5.860052,2.311712,5.334312,2.988702,0.560441,3.515252,3.625043,2.950557,1.548583,5.858511,NA,3.453794,0.933379,NA,4.439285,NA,5.593527,4.358678,2.015851,NA,-3.738044,0.889644,-0.171871,6.559919,1.141444,4.141964,2.711051,5.439233,1.178609,5.74147,5.375727,-2.4699895,-1.498207,-4.97062,4.518513,-1.318921,-2.601769,-5.876236,NA,5.431805,4.012621,4.591373,-0.957465,5.009323,5.624272,3.799876,4.732868,0.379821,2.966189,1.348447,4.307161,0.008171,0.323704,4.484337,5.321234,4.512547,NA,3.305698,5.003569,3.981645,4.592048,5.906202,4.405498,4.092862,2.13267,NA,NA,3.75093,5.510391,4.340661,3.643666,3.794715,5.830332,-1.09785,5.698462,-0.7319,3.330685,5.40419,5.488221,2.059576,0.238093,4.51165,3.731875,3.481589,5.473311,1.546719,5.79118,4.614632,3.763402,NA,5.159972,3.808769,2.290524,3.506457,4.568956,NA,1.469009,4.351402,4.9748295,5.855909,-3.706398,5.025661,3.851212,1.530413,1.608619,1.798804,NA,5.84836,2.262889,5.041767,-1.883079,6.434249,3.806308,3.094328,-0.59393,NA,NA,3.227179,5.805913,-0.41383,5.539881,3.516259,NA,NA,2.373275,4.952152,-1.859854,3.1993,3.065863,-2.796807,3.95752,3.889161,3.76702,0.816508,6.074678,0.255814,2.055206,NA,1.649896,3.7182845,3.862421,5.4452415,4.727105,4.912821,1.906857,-4.33795,-4.104727,-5.217146,1.584227,2.462939,2.668055,3.409757,5.434944,3.075662,3.299432,4.266935,1.397078,NA,4.151992
"LN18",4.550429,1.326539,6.635286,2.202598,2.790292,3.938605,4.543125,1.646503,4.660833,4.737619,1.715853,NA,3.408584,2.152366,5.51427,4.05445,2.625138,3.463166,1.340952,3.130399,2.561818,1.982301,1.932492,5.328601,NA,0.696092,-0.753703,NA,2.138925,NA,5.506541,2.996715,0.989302,NA,-5.676238,0.558508,-1.93027,6.602189,1.864436,3.030608,3.671175,5.531065,3.054536,4.012162,4.429626,-3.9045825,-2.675301,NA,2.591916,0.345384,-1.932646,-3.403012,NA,3.863744,3.085608,2.68028,-1.379743,4.43446,5.096962,2.118083,0.665472,1.00211,3.5443505,1.169305,3.798069,1.99022,0.046968,3.457755,5.428341,3.793389,NA,1.900134,5.04418,4.584907,5.298394,5.535035,5.128948,2.976936,3.076023,NA,NA,2.145821,5.048646,5.316649,4.756288,3.732959,5.043862,-3.482657,5.491921,-1.998667,3.305159,NA,5.189553,1.323496,0.846915,2.823295,3.512556,4.10714,5.330627,2.101034,6.110899,4.440879,4.546551,NA,5.152564,2.034698,1.061342,4.354859,5.190222,3.507356,2.896316,3.326845,4.4425485,3.857063,-0.498569,4.157937,5.072317,1.640216,4.390434,-1.612154,NA,5.486612,1.53533,3.198559,-0.416884,5.321251,4.768369,4.640257,-2.930072,NA,NA,4.168472,4.662329,0.889858,4.00655,2.194787,NA,NA,3.281884,5.845641,-5.478742,4.263247,1.726872,-3.811367,3.372565,2.686683,2.365159,0.033693,6.596017,0.208883,1.123258,NA,1.537251,3.235069,1.180977,2.3821235,2.860329,4.707867,1.58321,-4.601525,-0.667984,-2.031212,1.220311,4.210148,1.222488,3.803996,3.988317,4.092841,5.020967,3.969139,1.726849,NA,3.908651
"LN229",7.50216,3.102462,7.120374,2.894418,4.980154,5.055123,5.687508,2.859671,4.826288,6.229097,4.656353,NA,2.896643,3.860353,6.080344,6.163019,4.285235,2.950803,2.335125,3.138906,4.311153,3.996441,4.102569,6.145655,NA,0.88271,-0.507724,NA,4.509279,NA,5.067995,3.869641,3.091443,NA,-5.233835,1.875479,0.48759,7.32438,4.191817,6.129558,4.486332,5.670851,4.463365,6.160128,6.078686,-2.877353,0.393866,NA,3.649174,1.43396,0.185486,-1.7174825,NA,5.394053,5.251518,4.947751,-0.457184,5.817986,5.780302,1.756777,6.688404,3.036633,4.6975895,3.216492,3.23173,5.247959,2.344712,4.670326,5.458931,5.102826,NA,3.718718,4.52004,4.283973,5.455815,4.624102,5.696686,5.778074,1.622534,NA,NA,5.223636,4.976561,4.906562,4.635318,4.094219,5.66814,-1.956772,4.741275,-1.756193,4.815,6.312724,6.07123,3.019375,2.022874,6.184746,2.419411,5.832859,3.962109,2.223571,5.722223,5.200943,4.529602,NA,6.191779,4.380598,1.9135,5.035827,4.874551,NA,1.464035,3.605821,5.5069055,5.525078,0.45692,6.17023,5.879952,1.452756,5.282178,-0.130813,NA,5.226055,4.321693,6.005422,2.110232,5.941639,4.709577,4.559053,-0.09071,NA,NA,3.999628,3.960036,0.78294,3.086683,2.704115,NA,NA,3.251467,5.464499,-4.102261,3.173559,3.614963,-1.506439,4.1771,4.010776,5.365225,1.486609,6.936998,3.917017,3.287753,NA,1.115941,3.664362,3.950549,4.8667545,3.72947,6.191355,2.655779,-2.143274,1.558093,-1.643079,3.314418,5.596736,2.3445,4.486248,3.857498,5.291811,5.914666,3.440825,3.946415,NA,4.558112
